"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/1993","1,415.00","1,415.00","1,415.00","1,415.00","","-2.88%"
"09/28/1993","1,457.00","1,457.00","1,457.00","1,457.00","","0.00%"
"09/27/1993","1,457.00","1,457.00","1,457.00","1,457.00","","2.17%"
"09/24/1993","1,426.00","1,426.00","1,426.00","1,426.00","","0.14%"
"09/23/1993","1,424.00","1,424.00","1,424.00","1,424.00","","0.21%"
"09/22/1993","1,421.00","1,421.00","1,421.00","1,421.00","","0.35%"
"09/21/1993","1,416.00","1,416.00","1,416.00","1,416.00","","-0.49%"
"09/20/1993","1,423.00","1,423.00","1,423.00","1,423.00","","-2.33%"
"09/17/1993","1,457.00","1,457.00","1,457.00","1,457.00","","2.32%"
"09/16/1993","1,424.00","1,424.00","1,424.00","1,424.00","","0.00%"
"09/15/1993","1,424.00","1,424.00","1,424.00","1,424.00","","0.35%"
"09/14/1993","1,419.00","1,419.00","1,419.00","1,419.00","","0.28%"
"09/13/1993","1,415.00","1,415.00","1,415.00","1,415.00","","0.21%"
"09/10/1993","1,412.00","1,412.00","1,412.00","1,412.00","","-3.09%"
"09/09/1993","1,457.00","1,457.00","1,457.00","1,457.00","","3.63%"
"09/08/1993","1,406.00","1,406.00","1,406.00","1,406.00","","-0.21%"
"09/07/1993","1,409.00","1,409.00","1,409.00","1,409.00","","0.21%"
"09/06/1993","1,406.00","1,406.00","1,406.00","1,406.00","","-0.21%"
"09/03/1993","1,409.00","1,409.00","1,409.00","1,409.00","","-0.35%"
"09/02/1993","1,414.00","1,414.00","1,414.00","1,414.00","","-0.56%"
"09/01/1993","1,422.00","1,422.00","1,422.00","1,422.00","","-0.84%"
"08/31/1993","1,434.00","1,434.00","1,434.00","1,434.00","","-0.49%"
"08/27/1993","1,441.00","1,441.00","1,441.00","1,441.00","","-0.21%"
"08/26/1993","1,444.00","1,444.00","1,444.00","1,444.00","","-0.55%"
"08/25/1993","1,452.00","1,452.00","1,452.00","1,452.00","","-0.34%"
"08/24/1993","1,457.00","1,457.00","1,457.00","1,457.00","","0.00%"
"08/23/1993","1,457.00","1,457.00","1,457.00","1,457.00","","0.48%"
"08/20/1993","1,450.00","1,450.00","1,450.00","1,450.00","","1.05%"
"08/19/1993","1,435.00","1,435.00","1,435.00","1,435.00","","1.56%"
"08/18/1993","1,413.00","1,413.00","1,413.00","1,413.00","","1.29%"
"08/17/1993","1,395.00","1,395.00","1,395.00","1,395.00","","2.12%"
"08/16/1993","1,366.00","1,366.00","1,366.00","1,366.00","","0.81%"
"08/13/1993","1,355.00","1,355.00","1,355.00","1,355.00","","0.44%"
"08/12/1993","1,349.00","1,349.00","1,349.00","1,349.00","","0.37%"
"08/11/1993","1,344.00","1,344.00","1,344.00","1,344.00","","0.15%"
"08/10/1993","1,342.00","1,342.00","1,342.00","1,342.00","","0.52%"
"08/09/1993","1,335.00","1,335.00","1,335.00","1,335.00","","0.07%"
"08/06/1993","1,334.00","1,334.00","1,334.00","1,334.00","","0.23%"
"08/05/1993","1,331.00","1,331.00","1,331.00","1,331.00","","0.08%"
"08/04/1993","1,330.00","1,330.00","1,330.00","1,330.00","","-0.23%"
"08/03/1993","1,333.00","1,333.00","1,333.00","1,333.00","","-0.30%"
"08/02/1993","1,337.00","1,337.00","1,337.00","1,337.00","","-0.15%"
"07/30/1993","1,339.00","1,339.00","1,339.00","1,339.00","","-0.37%"
"07/29/1993","1,344.00","1,344.00","1,344.00","1,344.00","","-0.15%"
"07/28/1993","1,346.00","1,346.00","1,346.00","1,346.00","","-0.07%"
"07/27/1993","1,347.00","1,347.00","1,347.00","1,347.00","","-0.07%"
"07/26/1993","1,348.00","1,348.00","1,348.00","1,348.00","","-0.30%"
"07/23/1993","1,352.00","1,352.00","1,352.00","1,352.00","","-0.07%"
"07/22/1993","1,353.00","1,353.00","1,353.00","1,353.00","","-0.22%"
"07/21/1993","1,356.00","1,356.00","1,356.00","1,356.00","","-0.37%"
"07/20/1993","1,361.00","1,361.00","1,361.00","1,361.00","","0.00%"
"07/19/1993","1,361.00","1,361.00","1,361.00","1,361.00","","0.07%"
"07/16/1993","1,360.00","1,360.00","1,360.00","1,360.00","","-0.22%"
"07/15/1993","1,363.00","1,363.00","1,363.00","1,363.00","","-0.58%"
"07/14/1993","1,371.00","1,371.00","1,371.00","1,371.00","","0.00%"
"07/13/1993","1,371.00","1,371.00","1,371.00","1,371.00","","-0.51%"
"07/12/1993","1,378.00","1,378.00","1,378.00","1,378.00","","-0.51%"
"07/09/1993","1,385.00","1,385.00","1,385.00","1,385.00","","-0.57%"
"07/08/1993","1,393.00","1,393.00","1,393.00","1,393.00","","-1.21%"
"07/07/1993","1,410.00","1,410.00","1,410.00","1,410.00","","-0.98%"
"07/06/1993","1,424.00","1,424.00","1,424.00","1,424.00","","-0.77%"
"07/05/1993","1,435.00","1,435.00","1,435.00","1,435.00","","-0.83%"
"07/02/1993","1,447.00","1,447.00","1,447.00","1,447.00","","-0.75%"
"07/01/1993","1,458.00","1,458.00","1,458.00","1,458.00","","-1.02%"
"06/30/1993","1,473.00","1,473.00","1,473.00","1,473.00","","-0.74%"
"06/29/1993","1,484.00","1,484.00","1,484.00","1,484.00","","-0.54%"
"06/28/1993","1,492.00","1,492.00","1,492.00","1,492.00","","-0.67%"
"06/25/1993","1,502.00","1,502.00","1,502.00","1,502.00","","-0.46%"
"06/24/1993","1,509.00","1,509.00","1,509.00","1,509.00","","-0.13%"
"06/23/1993","1,511.00","1,511.00","1,511.00","1,511.00","","-0.07%"
"06/22/1993","1,512.00","1,512.00","1,512.00","1,512.00","","-0.40%"
"06/21/1993","1,518.00","1,518.00","1,518.00","1,518.00","","-0.26%"
"06/18/1993","1,522.00","1,522.00","1,522.00","1,522.00","","-0.26%"
"06/17/1993","1,526.00","1,526.00","1,526.00","1,526.00","","-0.52%"
"06/16/1993","1,534.00","1,534.00","1,534.00","1,534.00","","-0.32%"
"06/15/1993","1,539.00","1,539.00","1,539.00","1,539.00","","-0.52%"
"06/14/1993","1,547.00","1,547.00","1,547.00","1,547.00","","-1.02%"
"06/11/1993","1,563.00","1,563.00","1,563.00","1,563.00","","-0.64%"
"06/10/1993","1,573.00","1,573.00","1,573.00","1,573.00","","-0.19%"
"06/09/1993","1,576.00","1,576.00","1,576.00","1,576.00","","-0.32%"
"06/08/1993","1,581.00","1,581.00","1,581.00","1,581.00","","-0.25%"
"06/07/1993","1,585.00","1,585.00","1,585.00","1,585.00","","-0.75%"
"06/04/1993","1,597.00","1,597.00","1,597.00","1,597.00","","-0.75%"
"06/03/1993","1,609.00","1,609.00","1,609.00","1,609.00","","-0.56%"
"06/02/1993","1,618.00","1,618.00","1,618.00","1,618.00","","-0.31%"
"06/01/1993","1,623.00","1,623.00","1,623.00","1,623.00","","0.00%"
"05/28/1993","1,623.00","1,623.00","1,623.00","1,623.00","","-0.31%"
"05/27/1993","1,628.00","1,628.00","1,628.00","1,628.00","","-0.85%"
"05/26/1993","1,642.00","1,642.00","1,642.00","1,642.00","","0.12%"
"05/25/1993","1,640.00","1,640.00","1,640.00","1,640.00","","0.24%"
"05/24/1993","1,636.00","1,636.00","1,636.00","1,636.00","","0.31%"
"05/21/1993","1,631.00","1,631.00","1,631.00","1,631.00","","0.49%"
"05/20/1993","1,623.00","1,623.00","1,623.00","1,623.00","","0.68%"
"05/19/1993","1,612.00","1,612.00","1,612.00","1,612.00","","0.56%"
"05/18/1993","1,603.00","1,603.00","1,603.00","1,603.00","","0.38%"
"05/17/1993","1,597.00","1,597.00","1,597.00","1,597.00","","0.76%"
"05/14/1993","1,585.00","1,585.00","1,585.00","1,585.00","","0.25%"
"05/13/1993","1,581.00","1,581.00","1,581.00","1,581.00","","0.32%"
"05/12/1993","1,576.00","1,576.00","1,576.00","1,576.00","","0.19%"
"05/11/1993","1,573.00","1,573.00","1,573.00","1,573.00","","0.13%"
"05/10/1993","1,571.00","1,571.00","1,571.00","1,571.00","","0.00%"
"05/07/1993","1,571.00","1,571.00","1,571.00","1,571.00","","0.26%"
"05/06/1993","1,567.00","1,567.00","1,567.00","1,567.00","","0.38%"
"05/05/1993","1,561.00","1,561.00","1,561.00","1,561.00","","0.26%"
"05/04/1993","1,557.00","1,557.00","1,557.00","1,557.00","","0.19%"
"04/30/1993","1,554.00","1,554.00","1,554.00","1,554.00","","0.52%"
"04/29/1993","1,546.00","1,546.00","1,546.00","1,546.00","","0.32%"
"04/28/1993","1,541.00","1,541.00","1,541.00","1,541.00","","0.26%"
"04/27/1993","1,537.00","1,537.00","1,537.00","1,537.00","","0.46%"
"04/26/1993","1,530.00","1,530.00","1,530.00","1,530.00","","0.39%"
"04/23/1993","1,524.00","1,524.00","1,524.00","1,524.00","","0.73%"
"04/22/1993","1,513.00","1,513.00","1,513.00","1,513.00","","0.46%"
"04/21/1993","1,506.00","1,506.00","1,506.00","1,506.00","","0.47%"
"04/20/1993","1,499.00","1,499.00","1,499.00","1,499.00","","0.20%"
"04/19/1993","1,496.00","1,496.00","1,496.00","1,496.00","","0.54%"
"04/16/1993","1,488.00","1,488.00","1,488.00","1,488.00","","0.68%"
"04/15/1993","1,478.00","1,478.00","1,478.00","1,478.00","","0.34%"
"04/14/1993","1,473.00","1,473.00","1,473.00","1,473.00","","-0.14%"
"04/13/1993","1,475.00","1,475.00","1,475.00","1,475.00","","-0.14%"
"04/08/1993","1,477.00","1,477.00","1,477.00","1,477.00","","0.07%"
"04/07/1993","1,476.00","1,476.00","1,476.00","1,476.00","","-0.07%"
"04/06/1993","1,477.00","1,477.00","1,477.00","1,477.00","","-0.54%"
"04/05/1993","1,485.00","1,485.00","1,485.00","1,485.00","","-0.54%"
"04/02/1993","1,493.00","1,493.00","1,493.00","1,493.00","","-0.40%"
"04/01/1993","1,499.00","1,499.00","1,499.00","1,499.00","","-0.27%"
"03/31/1993","1,503.00","1,503.00","1,503.00","1,503.00","","0.00%"
"03/30/1993","1,503.00","1,503.00","1,503.00","1,503.00","","0.13%"
"03/29/1993","1,501.00","1,501.00","1,501.00","1,501.00","","0.07%"
"03/26/1993","1,500.00","1,500.00","1,500.00","1,500.00","","0.07%"
"03/25/1993","1,499.00","1,499.00","1,499.00","1,499.00","","0.47%"
"03/24/1993","1,492.00","1,492.00","1,492.00","1,492.00","","0.47%"
"03/23/1993","1,485.00","1,485.00","1,485.00","1,485.00","","0.27%"
"03/22/1993","1,481.00","1,481.00","1,481.00","1,481.00","","0.34%"
"03/19/1993","1,476.00","1,476.00","1,476.00","1,476.00","","0.68%"
"03/18/1993","1,466.00","1,466.00","1,466.00","1,466.00","","0.48%"
"03/17/1993","1,459.00","1,459.00","1,459.00","1,459.00","","0.62%"
"03/16/1993","1,450.00","1,450.00","1,450.00","1,450.00","","0.55%"
"03/15/1993","1,442.00","1,442.00","1,442.00","1,442.00","","0.98%"
"03/12/1993","1,428.00","1,428.00","1,428.00","1,428.00","","1.35%"
"03/11/1993","1,409.00","1,409.00","1,409.00","1,409.00","","0.57%"
"03/10/1993","1,401.00","1,401.00","1,401.00","1,401.00","","0.50%"
"03/09/1993","1,394.00","1,394.00","1,394.00","1,394.00","","0.36%"
"03/08/1993","1,389.00","1,389.00","1,389.00","1,389.00","","0.29%"
"03/05/1993","1,385.00","1,385.00","1,385.00","1,385.00","","0.36%"
"03/04/1993","1,380.00","1,380.00","1,380.00","1,380.00","","0.66%"
"03/03/1993","1,371.00","1,371.00","1,371.00","1,371.00","","0.15%"
"03/02/1993","1,369.00","1,369.00","1,369.00","1,369.00","","-0.07%"
"03/01/1993","1,370.00","1,370.00","1,370.00","1,370.00","","-0.22%"
"02/26/1993","1,373.00","1,373.00","1,373.00","1,373.00","","-0.15%"
"02/25/1993","1,375.00","1,375.00","1,375.00","1,375.00","","0.07%"
"02/24/1993","1,374.00","1,374.00","1,374.00","1,374.00","","-0.07%"
"02/23/1993","1,375.00","1,375.00","1,375.00","1,375.00","","0.15%"
"02/22/1993","1,373.00","1,373.00","1,373.00","1,373.00","","0.29%"
"02/19/1993","1,369.00","1,369.00","1,369.00","1,369.00","","0.51%"
"02/18/1993","1,362.00","1,362.00","1,362.00","1,362.00","","0.81%"
"02/17/1993","1,351.00","1,351.00","1,351.00","1,351.00","","1.20%"
"02/16/1993","1,335.00","1,335.00","1,335.00","1,335.00","","0.53%"
"02/15/1993","1,328.00","1,328.00","1,328.00","1,328.00","","0.53%"
"02/12/1993","1,321.00","1,321.00","1,321.00","1,321.00","","0.30%"
"02/11/1993","1,317.00","1,317.00","1,317.00","1,317.00","","0.15%"
"02/10/1993","1,315.00","1,315.00","1,315.00","1,315.00","","0.46%"
"02/09/1993","1,309.00","1,309.00","1,309.00","1,309.00","","0.77%"
"02/08/1993","1,299.00","1,299.00","1,299.00","1,299.00","","0.54%"
"02/05/1993","1,292.00","1,292.00","1,292.00","1,292.00","","1.41%"
"02/04/1993","1,274.00","1,274.00","1,274.00","1,274.00","","0.00%"
"02/03/1993","1,274.00","1,274.00","1,274.00","1,274.00","","-0.23%"
"02/02/1993","1,277.00","1,277.00","1,277.00","1,277.00","","0.00%"
"02/01/1993","1,277.00","1,277.00","1,277.00","1,277.00","","-0.08%"
"01/29/1993","1,278.00","1,278.00","1,278.00","1,278.00","","-0.08%"
"01/28/1993","1,279.00","1,279.00","1,279.00","1,279.00","","0.31%"
"01/27/1993","1,275.00","1,275.00","1,275.00","1,275.00","","0.08%"
"01/26/1993","1,274.00","1,274.00","1,274.00","1,274.00","","0.16%"
"01/25/1993","1,272.00","1,272.00","1,272.00","1,272.00","","0.16%"
"01/22/1993","1,270.00","1,270.00","1,270.00","1,270.00","","0.47%"
"01/21/1993","1,264.00","1,264.00","1,264.00","1,264.00","","0.00%"
"01/20/1993","1,264.00","1,264.00","1,264.00","1,264.00","","-0.63%"
"01/19/1993","1,272.00","1,272.00","1,272.00","1,272.00","","-0.86%"
"01/18/1993","1,283.00","1,283.00","1,283.00","1,283.00","","-0.85%"
"01/15/1993","1,294.00","1,294.00","1,294.00","1,294.00","","-0.46%"
"01/14/1993","1,300.00","1,300.00","1,300.00","1,300.00","","-0.15%"
"01/13/1993","1,302.00","1,302.00","1,302.00","1,302.00","","-0.46%"
"01/12/1993","1,308.00","1,308.00","1,308.00","1,308.00","","-0.83%"
"01/11/1993","1,319.00","1,319.00","1,319.00","1,319.00","","-0.38%"
"01/08/1993","1,324.00","1,324.00","1,324.00","1,324.00","","-1.05%"
"01/07/1993","1,338.00","1,338.00","1,338.00","1,338.00","","-1.25%"
"01/06/1993","1,355.00","1,355.00","1,355.00","1,355.00","","-0.66%"
"01/05/1993","1,364.00","1,364.00","1,364.00","1,364.00","","-0.29%"
"01/04/1993","1,368.00","1,368.00","1,368.00","1,368.00","","-0.36%"
"12/31/1992","1,373.00","1,373.00","1,373.00","1,373.00","","-0.15%"
"12/30/1992","1,375.00","1,375.00","1,375.00","1,375.00","","-0.07%"
"12/29/1992","1,376.00","1,376.00","1,376.00","1,376.00","","-0.15%"
"12/24/1992","1,378.00","1,378.00","1,378.00","1,378.00","","0.22%"
"12/23/1992","1,375.00","1,375.00","1,375.00","1,375.00","","-0.22%"
"12/22/1992","1,378.00","1,378.00","1,378.00","1,378.00","","0.22%"
"12/21/1992","1,375.00","1,375.00","1,375.00","1,375.00","","0.15%"
"12/18/1992","1,373.00","1,373.00","1,373.00","1,373.00","","0.22%"
"12/17/1992","1,370.00","1,370.00","1,370.00","1,370.00","","0.07%"
"12/16/1992","1,369.00","1,369.00","1,369.00","1,369.00","","0.29%"
"12/15/1992","1,365.00","1,365.00","1,365.00","1,365.00","","0.37%"
"12/14/1992","1,360.00","1,360.00","1,360.00","1,360.00","","0.07%"
"12/11/1992","1,359.00","1,359.00","1,359.00","1,359.00","","0.30%"
"12/10/1992","1,355.00","1,355.00","1,355.00","1,355.00","","0.30%"
"12/09/1992","1,351.00","1,351.00","1,351.00","1,351.00","","0.37%"
"12/08/1992","1,346.00","1,346.00","1,346.00","1,346.00","","0.30%"
"12/07/1992","1,342.00","1,342.00","1,342.00","1,342.00","","0.37%"
"12/04/1992","1,337.00","1,337.00","1,337.00","1,337.00","","0.38%"
"12/03/1992","1,332.00","1,332.00","1,332.00","1,332.00","","0.60%"
"12/02/1992","1,324.00","1,324.00","1,324.00","1,324.00","","0.15%"
"12/01/1992","1,322.00","1,322.00","1,322.00","1,322.00","","0.15%"
"11/30/1992","1,320.00","1,320.00","1,320.00","1,320.00","","0.15%"
"11/27/1992","1,318.00","1,318.00","1,318.00","1,318.00","","0.53%"
"11/26/1992","1,311.00","1,311.00","1,311.00","1,311.00","","0.61%"
"11/25/1992","1,303.00","1,303.00","1,303.00","1,303.00","","1.09%"
"11/24/1992","1,289.00","1,289.00","1,289.00","1,289.00","","1.02%"
"11/23/1992","1,276.00","1,276.00","1,276.00","1,276.00","","1.03%"
"11/20/1992","1,263.00","1,263.00","1,263.00","1,263.00","","1.20%"
"11/19/1992","1,248.00","1,248.00","1,248.00","1,248.00","","1.96%"
"11/18/1992","1,224.00","1,224.00","1,224.00","1,224.00","","1.41%"
"11/17/1992","1,207.00","1,207.00","1,207.00","1,207.00","","1.60%"
"11/16/1992","1,188.00","1,188.00","1,188.00","1,188.00","","0.68%"
"11/13/1992","1,180.00","1,180.00","1,180.00","1,180.00","","0.68%"
"11/12/1992","1,172.00","1,172.00","1,172.00","1,172.00","","0.77%"
"11/11/1992","1,163.00","1,163.00","1,163.00","1,163.00","","0.61%"
"11/10/1992","1,156.00","1,156.00","1,156.00","1,156.00","","0.87%"
"11/09/1992","1,146.00","1,146.00","1,146.00","1,146.00","","0.97%"
"11/06/1992","1,135.00","1,135.00","1,135.00","1,135.00","","0.98%"
"11/05/1992","1,124.00","1,124.00","1,124.00","1,124.00","","0.45%"
"11/04/1992","1,119.00","1,119.00","1,119.00","1,119.00","","0.45%"
"11/03/1992","1,114.00","1,114.00","1,114.00","1,114.00","","0.09%"
"11/02/1992","1,113.00","1,113.00","1,113.00","1,113.00","","0.18%"
"10/30/1992","1,111.00","1,111.00","1,111.00","1,111.00","","0.00%"
"10/29/1992","1,111.00","1,111.00","1,111.00","1,111.00","","0.27%"
"10/28/1992","1,108.00","1,108.00","1,108.00","1,108.00","","0.09%"
"10/27/1992","1,107.00","1,107.00","1,107.00","1,107.00","","0.54%"
"10/26/1992","1,101.00","1,101.00","1,101.00","1,101.00","","0.73%"
"10/23/1992","1,093.00","1,093.00","1,093.00","1,093.00","","1.30%"
"10/22/1992","1,079.00","1,079.00","1,079.00","1,079.00","","1.22%"
"10/21/1992","1,066.00","1,066.00","1,066.00","1,066.00","","0.57%"
"10/20/1992","1,060.00","1,060.00","1,060.00","1,060.00","","0.47%"
"10/19/1992","1,055.00","1,055.00","1,055.00","1,055.00","","0.19%"
"10/16/1992","1,053.00","1,053.00","1,053.00","1,053.00","","0.38%"
"10/15/1992","1,049.00","1,049.00","1,049.00","1,049.00","","0.10%"
"10/14/1992","1,048.00","1,048.00","1,048.00","1,048.00","","0.48%"
"10/13/1992","1,043.00","1,043.00","1,043.00","1,043.00","","0.38%"
"10/12/1992","1,039.00","1,039.00","1,039.00","1,039.00","","0.10%"
"10/09/1992","1,038.00","1,038.00","1,038.00","1,038.00","","0.19%"
"10/08/1992","1,036.00","1,036.00","1,036.00","1,036.00","","0.19%"
"10/07/1992","1,034.00","1,034.00","1,034.00","1,034.00","","0.10%"
"10/06/1992","1,033.00","1,033.00","1,033.00","1,033.00","","-0.19%"
"10/05/1992","1,035.00","1,035.00","1,035.00","1,035.00","","0.00%"
"10/02/1992","1,035.00","1,035.00","1,035.00","1,035.00","","0.10%"
"10/01/1992","1,034.00","1,034.00","1,034.00","1,034.00","","-0.67%"
"09/30/1992","1,041.00","1,041.00","1,041.00","1,041.00","","-0.10%"
"09/29/1992","1,042.00","1,042.00","1,042.00","1,042.00","","-0.10%"
"09/28/1992","1,043.00","1,043.00","1,043.00","1,043.00","","-0.19%"
"09/25/1992","1,045.00","1,045.00","1,045.00","1,045.00","","-0.48%"
"09/24/1992","1,050.00","1,050.00","1,050.00","1,050.00","","-0.38%"
"09/23/1992","1,054.00","1,054.00","1,054.00","1,054.00","","0.00%"
"09/22/1992","1,054.00","1,054.00","1,054.00","1,054.00","","0.48%"
"09/21/1992","1,049.00","1,049.00","1,049.00","1,049.00","","0.00%"
"09/18/1992","1,049.00","1,049.00","1,049.00","1,049.00","","-0.19%"
"09/17/1992","1,051.00","1,051.00","1,051.00","1,051.00","","-0.10%"
"09/16/1992","1,052.00","1,052.00","1,052.00","1,052.00","","-0.09%"
"09/15/1992","1,053.00","1,053.00","1,053.00","1,053.00","","0.00%"
"09/14/1992","1,053.00","1,053.00","1,053.00","1,053.00","","-0.28%"
"09/11/1992","1,056.00","1,056.00","1,056.00","1,056.00","","0.09%"
"09/10/1992","1,055.00","1,055.00","1,055.00","1,055.00","","-0.09%"
"09/09/1992","1,056.00","1,056.00","1,056.00","1,056.00","","0.00%"
"09/08/1992","1,056.00","1,056.00","1,056.00","1,056.00","","-0.28%"
"09/07/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.00%"
"09/04/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.00%"
"09/03/1992","1,059.00","1,059.00","1,059.00","1,059.00","","-0.47%"
"09/02/1992","1,064.00","1,064.00","1,064.00","1,064.00","","-0.47%"
"09/01/1992","1,069.00","1,069.00","1,069.00","1,069.00","","-0.37%"
"08/28/1992","1,073.00","1,073.00","1,073.00","1,073.00","","-0.09%"
"08/27/1992","1,074.00","1,074.00","1,074.00","1,074.00","","-0.28%"
"08/26/1992","1,077.00","1,077.00","1,077.00","1,077.00","","0.00%"
"08/25/1992","1,077.00","1,077.00","1,077.00","1,077.00","","-0.09%"
"08/24/1992","1,078.00","1,078.00","1,078.00","1,078.00","","-0.28%"
"08/21/1992","1,081.00","1,081.00","1,081.00","1,081.00","","0.00%"
"08/20/1992","1,081.00","1,081.00","1,081.00","1,081.00","","0.46%"
"08/19/1992","1,076.00","1,076.00","1,076.00","1,076.00","","0.09%"
"08/18/1992","1,075.00","1,075.00","1,075.00","1,075.00","","0.47%"
"08/17/1992","1,070.00","1,070.00","1,070.00","1,070.00","","0.47%"
"08/14/1992","1,065.00","1,065.00","1,065.00","1,065.00","","0.47%"
"08/13/1992","1,060.00","1,060.00","1,060.00","1,060.00","","0.28%"
"08/12/1992","1,057.00","1,057.00","1,057.00","1,057.00","","0.00%"
"08/11/1992","1,057.00","1,057.00","1,057.00","1,057.00","","-0.28%"
"08/10/1992","1,060.00","1,060.00","1,060.00","1,060.00","","0.09%"
"08/07/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.00%"
"08/06/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.47%"
"08/05/1992","1,054.00","1,054.00","1,054.00","1,054.00","","0.19%"
"08/04/1992","1,052.00","1,052.00","1,052.00","1,052.00","","-0.28%"
"08/03/1992","1,055.00","1,055.00","1,055.00","1,055.00","","-0.47%"
"07/31/1992","1,060.00","1,060.00","1,060.00","1,060.00","","-2.57%"
"07/30/1992","1,088.00","1,088.00","1,088.00","1,088.00","","-0.46%"
"07/29/1992","1,093.00","1,093.00","1,093.00","1,093.00","","-0.09%"
"07/28/1992","1,094.00","1,094.00","1,094.00","1,094.00","","0.09%"
"07/27/1992","1,093.00","1,093.00","1,093.00","1,093.00","","1.77%"
"07/24/1992","1,074.00","1,074.00","1,074.00","1,074.00","","0.56%"
"07/23/1992","1,068.00","1,068.00","1,068.00","1,068.00","","0.47%"
"07/22/1992","1,063.00","1,063.00","1,063.00","1,063.00","","0.28%"
"07/21/1992","1,060.00","1,060.00","1,060.00","1,060.00","","-0.09%"
"07/20/1992","1,061.00","1,061.00","1,061.00","1,061.00","","0.09%"
"07/17/1992","1,060.00","1,060.00","1,060.00","1,060.00","","-0.09%"
"07/16/1992","1,061.00","1,061.00","1,061.00","1,061.00","","0.19%"
"07/15/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.19%"
"07/14/1992","1,057.00","1,057.00","1,057.00","1,057.00","","-0.09%"
"07/13/1992","1,058.00","1,058.00","1,058.00","1,058.00","","-0.09%"
"07/10/1992","1,059.00","1,059.00","1,059.00","1,059.00","","0.19%"
"07/09/1992","1,057.00","1,057.00","1,057.00","1,057.00","","0.38%"
"07/08/1992","1,053.00","1,053.00","1,053.00","1,053.00","","0.57%"
"07/07/1992","1,047.00","1,047.00","1,047.00","1,047.00","","-0.19%"
"07/06/1992","1,049.00","1,049.00","1,049.00","1,049.00","","-0.38%"
"07/03/1992","1,053.00","1,053.00","1,053.00","1,053.00","","-0.85%"
"07/02/1992","1,062.00","1,062.00","1,062.00","1,062.00","","-1.58%"
"07/01/1992","1,079.00","1,079.00","1,079.00","1,079.00","","-1.10%"
"06/30/1992","1,091.00","1,091.00","1,091.00","1,091.00","","-1.18%"
"06/29/1992","1,104.00","1,104.00","1,104.00","1,104.00","","-0.90%"
"06/26/1992","1,114.00","1,114.00","1,114.00","1,114.00","","-0.71%"
"06/25/1992","1,122.00","1,122.00","1,122.00","1,122.00","","-0.44%"
"06/24/1992","1,127.00","1,127.00","1,127.00","1,127.00","","-0.79%"
"06/23/1992","1,136.00","1,136.00","1,136.00","1,136.00","","-0.70%"
"06/22/1992","1,144.00","1,144.00","1,144.00","1,144.00","","-0.69%"
"06/19/1992","1,152.00","1,152.00","1,152.00","1,152.00","","0.00%"
"06/18/1992","1,152.00","1,152.00","1,152.00","1,152.00","","-0.17%"
"06/17/1992","1,154.00","1,154.00","1,154.00","1,154.00","","-0.35%"
"06/16/1992","1,158.00","1,158.00","1,158.00","1,158.00","","-0.34%"
"06/15/1992","1,162.00","1,162.00","1,162.00","1,162.00","","-0.85%"
"06/12/1992","1,172.00","1,172.00","1,172.00","1,172.00","","-0.51%"
"06/11/1992","1,178.00","1,178.00","1,178.00","1,178.00","","-0.42%"
"06/10/1992","1,183.00","1,183.00","1,183.00","1,183.00","","-0.34%"
"06/09/1992","1,187.00","1,187.00","1,187.00","1,187.00","","-0.42%"
"06/08/1992","1,192.00","1,192.00","1,192.00","1,192.00","","-0.91%"
"06/05/1992","1,203.00","1,203.00","1,203.00","1,203.00","","-2.75%"
"06/04/1992","1,237.00","1,237.00","1,237.00","1,237.00","","-0.96%"
"06/03/1992","1,249.00","1,249.00","1,249.00","1,249.00","","-0.72%"
"06/02/1992","1,258.00","1,258.00","1,258.00","1,258.00","","-0.24%"
"06/01/1992","1,261.00","1,261.00","1,261.00","1,261.00","","-0.47%"
"05/29/1992","1,267.00","1,267.00","1,267.00","1,267.00","","-0.39%"
"05/28/1992","1,272.00","1,272.00","1,272.00","1,272.00","","-0.47%"
"05/27/1992","1,278.00","1,278.00","1,278.00","1,278.00","","-0.47%"
"05/26/1992","1,284.00","1,284.00","1,284.00","1,284.00","","-0.16%"
"05/22/1992","1,286.00","1,286.00","1,286.00","1,286.00","","-0.16%"
"05/21/1992","1,288.00","1,288.00","1,288.00","1,288.00","","0.08%"
"05/20/1992","1,287.00","1,287.00","1,287.00","1,287.00","","0.08%"
"05/19/1992","1,286.00","1,286.00","1,286.00","1,286.00","","0.08%"
"05/18/1992","1,285.00","1,285.00","1,285.00","1,285.00","","0.47%"
"05/15/1992","1,279.00","1,279.00","1,279.00","1,279.00","","0.95%"
"05/14/1992","1,267.00","1,267.00","1,267.00","1,267.00","","-0.08%"
"05/13/1992","1,268.00","1,268.00","1,268.00","1,268.00","","-0.08%"
"05/12/1992","1,269.00","1,269.00","1,269.00","1,269.00","","0.16%"
"05/11/1992","1,267.00","1,267.00","1,267.00","1,267.00","","0.96%"
"05/08/1992","1,255.00","1,255.00","1,255.00","1,255.00","","1.21%"
